0,1,6,7,10,16,20,24,12,37,40,46,52,54,59,64,65,66,68,72,75,16,20,42,46,52,56,57,58,59,64,68,73,16,42,26,12,16,20,26,12,16,21,27,29,34,37,38,39,45,48,54,60,61,67,73,75,78,81,82,98,70,74,75,81,87,93,98,100,100,100,100,100,100,100,100,100,100,100,100,100
0,19,20,23,29,32,37,42,26,29,34,38,44,26,30,34,38,42,43,26,31,34,38,39,44,46,50,51,55,56,59,62,67,73,79,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,1,19,64,68,69,71,73,78,98,70,71,72,91,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,5,7,13,17,13,14,37,43,44,49,54,58,61,67,69,71,72,74,79,80,81,98,70,71,74,80,81,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,2,6,8,14,20,23,27,33,38,39,73,78,39,45,49,50,54,57,60,62,65,69,74,75,78,82,39,44,26,32,33,34,35,37,43,49,74,91,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,19,64,69,70,72,74,80,81,82,87,88,94,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,4,9,14,17,19,24,26,27,33,37,40,73,91,96,70,73,78,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,4,9,12,37,40,46,50,54,58,59,86,91,96,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,6,7,10,37,40,46,50,51,74,75,81,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,6,12,14,13,17,42,46,50,55,56,61,86,75,78,81,86,91,75,91,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,5,7,12,16,20,64,69,75,16,42,45,51,52,56,58,60,65,70,72,91,94,96,70,72,73,75,16,13,17,13,19,23,29,34,40,42,46,50,51,54,58,61,67,70,74,80,39,73,75,80,86,88,93,98,70,72,75,80,81,86,88,75,79,81,85,86,89,94,95,98,100,100,100,100,100,100,100,100,100,100
0,4,8,13,17,23,24,29,35,34,34,35,37,38,39,42,26,27,29,33,35,40,73,78,82,85,87,90,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,2,8,10,13,37,42,26,32,33,35,40,73,79,39,42,46,51,52,54,55,56,57,62,66,68,70,75,91,93,70,91,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,6,12,13,19,23,24,64,68,74,75,80,85,88,94,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,2,5,7,12,13,17,23,26,30,33,34,40,42,43,49,55,57,58,59,64,69,71,73,74,91,94,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,6,8,13,17,19,42,46,26,12,16,42,46,52,56,59,60,66,69,70,74,78,80,39,43,49,74,78,39,43,46,48,50,52,57,58,61,67,71,91,97,70,74,16,19,42,48,54,60,62,68,73,75,80,81,86,75,80,85,89,93,94,70,91,96,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,2,6,7,13,13,14,17,42,46,49,52,74,78,82,88,90,75,79,81,39,73,79,39,43,48,54,58,59,62,66,67,73,91,95,70,75,78,81,39,44,26,12,14,17,13,17,23,64,70,75,78,82,85,88,94,70,73,91,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,19,23,27,33,34,38,39,45,46,49,50,52,54,59,62,66,69,75,79,82,88,91,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
